"","name","date","hits","geo"
"1125","pete buttigieg",2019-03-03,4,"US"
"1126","pete buttigieg",2019-03-10,20,"US"
"1127","pete buttigieg",2019-03-17,31,"US"
"1128","pete buttigieg",2019-03-24,42,"US"
"1129","pete buttigieg",2019-03-31,54,"US"
"1130","pete buttigieg",2019-04-07,47,"US"
"1131","pete buttigieg",2019-04-14,100,"US"
"1132","pete buttigieg",2019-04-21,48,"US"
"1133","pete buttigieg",2019-04-28,29,"US"
"1134","pete buttigieg",2019-05-05,19,"US"
"1135","pete buttigieg",2019-05-12,21,"US"
"1136","pete buttigieg",2019-05-19,37,"US"
"1137","pete buttigieg",2019-05-26,18,"US"
"1138","pete buttigieg",2019-06-02,15,"US"
"1139","pete buttigieg",2019-06-09,16,"US"
"1140","pete buttigieg",2019-06-16,18,"US"
"1141","pete buttigieg",2019-06-23,57,"US"
"1142","pete buttigieg",2019-06-30,22,"US"
"1143","pete buttigieg",2019-07-07,13,"US"
"1144","pete buttigieg",2019-07-14,15,"US"
"1145","pete buttigieg",2019-07-21,12,"US"
"1146","pete buttigieg",2019-07-28,30,"US"
"1147","pete buttigieg",2019-08-04,13,"US"
"1148","pete buttigieg",2019-08-11,10,"US"
"1149","pete buttigieg",2019-08-18,9,"US"
"1150","pete buttigieg",2019-08-25,8,"US"
"1151","pete buttigieg",2019-09-01,11,"US"
"1152","pete buttigieg",2019-09-08,22,"US"
"1153","pete buttigieg",2019-09-15,13,"US"
"1154","pete buttigieg",2019-09-22,10,"US"
"1155","pete buttigieg",2019-09-29,9,"US"
"1156","pete buttigieg",2019-10-06,9,"US"
"1157","pete buttigieg",2019-10-13,27,"US"
"1158","pete buttigieg",2019-10-20,21,"US"
"1159","pete buttigieg",2019-10-27,15,"US"
"1160","pete buttigieg",2019-11-03,23,"US"
"1161","tulsi gabbard",2019-02-03,12,"US"
"1162","tulsi gabbard",2019-02-10,8,"US"
"1163","tulsi gabbard",2019-02-17,9,"US"
"1164","tulsi gabbard",2019-02-24,5,"US"
"1165","tulsi gabbard",2019-03-03,4,"US"
"1166","tulsi gabbard",2019-03-10,9,"US"
"1167","tulsi gabbard",2019-03-17,5,"US"
"1168","tulsi gabbard",2019-03-24,5,"US"
"1169","tulsi gabbard",2019-03-31,4,"US"
"1170","tulsi gabbard",2019-04-07,4,"US"
"1171","tulsi gabbard",2019-04-14,4,"US"
"1172","tulsi gabbard",2019-04-21,4,"US"
"1173","tulsi gabbard",2019-04-28,4,"US"
"1174","tulsi gabbard",2019-05-05,4,"US"
"1175","tulsi gabbard",2019-05-12,17,"US"
"1176","tulsi gabbard",2019-05-19,8,"US"
"1177","tulsi gabbard",2019-05-26,4,"US"
"1178","tulsi gabbard",2019-06-02,3,"US"
"1179","tulsi gabbard",2019-06-09,5,"US"
"1180","tulsi gabbard",2019-06-16,4,"US"
"1181","tulsi gabbard",2019-06-23,54,"US"
"1182","tulsi gabbard",2019-06-30,13,"US"
"1183","tulsi gabbard",2019-07-07,6,"US"
"1184","tulsi gabbard",2019-07-14,5,"US"
"1185","tulsi gabbard",2019-07-21,11,"US"
"1186","tulsi gabbard",2019-07-28,100,"US"
"1187","tulsi gabbard",2019-08-04,24,"US"
"1188","tulsi gabbard",2019-08-11,12,"US"
"1189","tulsi gabbard",2019-08-18,9,"US"
"1190","tulsi gabbard",2019-08-25,13,"US"
"1191","tulsi gabbard",2019-09-01,7,"US"
"1192","tulsi gabbard",2019-09-08,11,"US"
"1193","tulsi gabbard",2019-09-15,9,"US"
"1194","tulsi gabbard",2019-09-22,12,"US"
"1195","tulsi gabbard",2019-09-29,6,"US"
"1196","tulsi gabbard",2019-10-06,7,"US"
"1197","tulsi gabbard",2019-10-13,79,"US"
"1198","tulsi gabbard",2019-10-20,54,"US"
"1199","tulsi gabbard",2019-10-27,20,"US"
"1200","tulsi gabbard",2019-11-03,20,"US"
