"","name","date","hits","geo"
"551","julian castro",2019-09-01,13,"US-IA"
"552","julian castro",2019-09-08,50,"US-IA"
"553","julian castro",2019-09-15,25,"US-IA"
"554","julian castro",2019-09-22,21,"US-IA"
"555","julian castro",2019-09-29,18,"US-IA"
"556","julian castro",2019-10-06,19,"US-IA"
"557","julian castro",2019-10-13,19,"US-IA"
"558","julian castro",2019-10-20,28,"US-IA"
"559","julian castro",2019-10-27,28,"US-IA"
"560","julian castro",2019-11-03,23,"US-IA"
"561","kamala harris",2019-02-03,22,"US-PA"
"562","kamala harris",2019-02-10,31,"US-PA"
"563","kamala harris",2019-02-17,34,"US-PA"
"564","kamala harris",2019-02-24,15,"US-PA"
"565","kamala harris",2019-03-03,9,"US-PA"
"566","kamala harris",2019-03-10,9,"US-PA"
"567","kamala harris",2019-03-17,8,"US-PA"
"568","kamala harris",2019-03-24,11,"US-PA"
"569","kamala harris",2019-03-31,8,"US-PA"
"570","kamala harris",2019-04-07,7,"US-PA"
"571","kamala harris",2019-04-14,4,"US-PA"
"572","kamala harris",2019-04-21,12,"US-PA"
"573","kamala harris",2019-04-28,18,"US-PA"
"574","kamala harris",2019-05-05,7,"US-PA"
"575","kamala harris",2019-05-12,9,"US-PA"
"576","kamala harris",2019-05-19,7,"US-PA"
"577","kamala harris",2019-05-26,8,"US-PA"
"578","kamala harris",2019-06-02,12,"US-PA"
"579","kamala harris",2019-06-09,7,"US-PA"
"580","kamala harris",2019-06-16,5,"US-PA"
"581","kamala harris",2019-06-23,91,"US-PA"
"582","kamala harris",2019-06-30,64,"US-PA"
"583","kamala harris",2019-07-07,24,"US-PA"
"584","kamala harris",2019-07-14,13,"US-PA"
"585","kamala harris",2019-07-21,11,"US-PA"
"586","kamala harris",2019-07-28,45,"US-PA"
"587","kamala harris",2019-08-04,11,"US-PA"
"588","kamala harris",2019-08-11,8,"US-PA"
"589","kamala harris",2019-08-18,9,"US-PA"
"590","kamala harris",2019-08-25,5,"US-PA"
"591","kamala harris",2019-09-01,7,"US-PA"
"592","kamala harris",2019-09-08,18,"US-PA"
"593","kamala harris",2019-09-15,9,"US-PA"
"594","kamala harris",2019-09-22,5,"US-PA"
"595","kamala harris",2019-09-29,10,"US-PA"
"596","kamala harris",2019-10-06,8,"US-PA"
"597","kamala harris",2019-10-13,10,"US-PA"
"598","kamala harris",2019-10-20,6,"US-PA"
"599","kamala harris",2019-10-27,7,"US-PA"
"600","kamala harris",2019-11-03,9,"US-PA"
"601","kamala harris",2019-02-03,20,"US-IA"
"602","kamala harris",2019-02-10,25,"US-IA"
"603","kamala harris",2019-02-17,30,"US-IA"
"604","kamala harris",2019-02-24,24,"US-IA"
"605","kamala harris",2019-03-03,7,"US-IA"
"606","kamala harris",2019-03-10,9,"US-IA"
"607","kamala harris",2019-03-17,8,"US-IA"
"608","kamala harris",2019-03-24,13,"US-IA"
"609","kamala harris",2019-03-31,8,"US-IA"
"610","kamala harris",2019-04-07,14,"US-IA"
"611","kamala harris",2019-04-14,13,"US-IA"
"612","kamala harris",2019-04-21,17,"US-IA"
"613","kamala harris",2019-04-28,15,"US-IA"
"614","kamala harris",2019-05-05,5,"US-IA"
"615","kamala harris",2019-05-12,8,"US-IA"
"616","kamala harris",2019-05-19,4,"US-IA"
"617","kamala harris",2019-05-26,9,"US-IA"
"618","kamala harris",2019-06-02,15,"US-IA"
"619","kamala harris",2019-06-09,7,"US-IA"
"620","kamala harris",2019-06-16,6,"US-IA"
"621","kamala harris",2019-06-23,72,"US-IA"
"622","kamala harris",2019-06-30,100,"US-IA"
"623","kamala harris",2019-07-07,20,"US-IA"
"624","kamala harris",2019-07-14,15,"US-IA"
"625","kamala harris",2019-07-21,20,"US-IA"
"626","kamala harris",2019-07-28,40,"US-IA"
"627","kamala harris",2019-08-04,35,"US-IA"
"628","kamala harris",2019-08-11,29,"US-IA"
"629","kamala harris",2019-08-18,12,"US-IA"
"630","kamala harris",2019-08-25,7,"US-IA"
"631","kamala harris",2019-09-01,8,"US-IA"
"632","kamala harris",2019-09-08,19,"US-IA"
"633","kamala harris",2019-09-15,25,"US-IA"
"634","kamala harris",2019-09-22,8,"US-IA"
"635","kamala harris",2019-09-29,11,"US-IA"
"636","kamala harris",2019-10-06,24,"US-IA"
"637","kamala harris",2019-10-13,19,"US-IA"
"638","kamala harris",2019-10-20,15,"US-IA"
"639","kamala harris",2019-10-27,20,"US-IA"
"640","kamala harris",2019-11-03,18,"US-IA"
"641","pete buttigieg",2019-02-03,1,"US-PA"
"642","pete buttigieg",2019-02-10,4,"US-PA"
"643","pete buttigieg",2019-02-17,4,"US-PA"
"644","pete buttigieg",2019-02-24,1,"US-PA"
"645","pete buttigieg",2019-03-03,2,"US-PA"
"646","pete buttigieg",2019-03-10,12,"US-PA"
"647","pete buttigieg",2019-03-17,21,"US-PA"
"648","pete buttigieg",2019-03-24,25,"US-PA"
"649","pete buttigieg",2019-03-31,36,"US-PA"
"650","pete buttigieg",2019-04-07,34,"US-PA"
"651","pete buttigieg",2019-04-14,62,"US-PA"
"652","pete buttigieg",2019-04-21,32,"US-PA"
"653","pete buttigieg",2019-04-28,21,"US-PA"
"654","pete buttigieg",2019-05-05,11,"US-PA"
"655","pete buttigieg",2019-05-12,12,"US-PA"
"656","pete buttigieg",2019-05-19,27,"US-PA"
"657","pete buttigieg",2019-05-26,8,"US-PA"
"658","pete buttigieg",2019-06-02,10,"US-PA"
"659","pete buttigieg",2019-06-09,11,"US-PA"
"660","pete buttigieg",2019-06-16,11,"US-PA"
"661","pete buttigieg",2019-06-23,45,"US-PA"
"662","pete buttigieg",2019-06-30,15,"US-PA"
"663","pete buttigieg",2019-07-07,8,"US-PA"
"664","pete buttigieg",2019-07-14,10,"US-PA"
"665","pete buttigieg",2019-07-21,7,"US-PA"
"666","pete buttigieg",2019-07-28,20,"US-PA"
"667","pete buttigieg",2019-08-04,9,"US-PA"
"668","pete buttigieg",2019-08-11,7,"US-PA"
"669","pete buttigieg",2019-08-18,3,"US-PA"
"670","pete buttigieg",2019-08-25,5,"US-PA"
"671","pete buttigieg",2019-09-01,5,"US-PA"
"672","pete buttigieg",2019-09-08,14,"US-PA"
"673","pete buttigieg",2019-09-15,10,"US-PA"
"674","pete buttigieg",2019-09-22,5,"US-PA"
"675","pete buttigieg",2019-09-29,5,"US-PA"
"676","pete buttigieg",2019-10-06,5,"US-PA"
"677","pete buttigieg",2019-10-13,19,"US-PA"
"678","pete buttigieg",2019-10-20,15,"US-PA"
"679","pete buttigieg",2019-10-27,11,"US-PA"
"680","pete buttigieg",2019-11-03,13,"US-PA"
"681","pete buttigieg",2019-02-03,9,"US-IA"
"682","pete buttigieg",2019-02-10,7,"US-IA"
"683","pete buttigieg",2019-02-17,5,"US-IA"
"684","pete buttigieg",2019-02-24,6,"US-IA"
"685","pete buttigieg",2019-03-03,7,"US-IA"
"686","pete buttigieg",2019-03-10,19,"US-IA"
"687","pete buttigieg",2019-03-17,27,"US-IA"
"688","pete buttigieg",2019-03-24,33,"US-IA"
"689","pete buttigieg",2019-03-31,37,"US-IA"
"690","pete buttigieg",2019-04-07,35,"US-IA"
"691","pete buttigieg",2019-04-14,100,"US-IA"
"692","pete buttigieg",2019-04-21,35,"US-IA"
"693","pete buttigieg",2019-04-28,25,"US-IA"
"694","pete buttigieg",2019-05-05,18,"US-IA"
"695","pete buttigieg",2019-05-12,23,"US-IA"
"696","pete buttigieg",2019-05-19,32,"US-IA"
"697","pete buttigieg",2019-05-26,22,"US-IA"
"698","pete buttigieg",2019-06-02,15,"US-IA"
"699","pete buttigieg",2019-06-09,21,"US-IA"
"700","pete buttigieg",2019-06-16,24,"US-IA"
"701","pete buttigieg",2019-06-23,36,"US-IA"
"702","pete buttigieg",2019-06-30,18,"US-IA"
"703","pete buttigieg",2019-07-07,14,"US-IA"
"704","pete buttigieg",2019-07-14,11,"US-IA"
"705","pete buttigieg",2019-07-21,19,"US-IA"
"706","pete buttigieg",2019-07-28,27,"US-IA"
"707","pete buttigieg",2019-08-04,15,"US-IA"
"708","pete buttigieg",2019-08-11,31,"US-IA"
"709","pete buttigieg",2019-08-18,12,"US-IA"
"710","pete buttigieg",2019-08-25,10,"US-IA"
"711","pete buttigieg",2019-09-01,17,"US-IA"
"712","pete buttigieg",2019-09-08,33,"US-IA"
"713","pete buttigieg",2019-09-15,29,"US-IA"
"714","pete buttigieg",2019-09-22,36,"US-IA"
"715","pete buttigieg",2019-09-29,17,"US-IA"
"716","pete buttigieg",2019-10-06,17,"US-IA"
"717","pete buttigieg",2019-10-13,35,"US-IA"
"718","pete buttigieg",2019-10-20,45,"US-IA"
"719","pete buttigieg",2019-10-27,56,"US-IA"
"720","pete buttigieg",2019-11-03,69,"US-IA"
"721","tulsi gabbard",2019-02-03,12,"US-PA"
"722","tulsi gabbard",2019-02-10,7,"US-PA"
"723","tulsi gabbard",2019-02-17,12,"US-PA"
"724","tulsi gabbard",2019-02-24,5,"US-PA"
"725","tulsi gabbard",2019-03-03,5,"US-PA"
"726","tulsi gabbard",2019-03-10,8,"US-PA"
"727","tulsi gabbard",2019-03-17,5,"US-PA"
"728","tulsi gabbard",2019-03-24,4,"US-PA"
"729","tulsi gabbard",2019-03-31,3,"US-PA"
"730","tulsi gabbard",2019-04-07,3,"US-PA"
"731","tulsi gabbard",2019-04-14,4,"US-PA"
"732","tulsi gabbard",2019-04-21,4,"US-PA"
"733","tulsi gabbard",2019-04-28,4,"US-PA"
"734","tulsi gabbard",2019-05-05,4,"US-PA"
"735","tulsi gabbard",2019-05-12,17,"US-PA"
"736","tulsi gabbard",2019-05-19,8,"US-PA"
"737","tulsi gabbard",2019-05-26,3,"US-PA"
"738","tulsi gabbard",2019-06-02,2,"US-PA"
"739","tulsi gabbard",2019-06-09,5,"US-PA"
"740","tulsi gabbard",2019-06-16,4,"US-PA"
"741","tulsi gabbard",2019-06-23,49,"US-PA"
"742","tulsi gabbard",2019-06-30,8,"US-PA"
"743","tulsi gabbard",2019-07-07,3,"US-PA"
"744","tulsi gabbard",2019-07-14,6,"US-PA"
"745","tulsi gabbard",2019-07-21,8,"US-PA"
"746","tulsi gabbard",2019-07-28,100,"US-PA"
"747","tulsi gabbard",2019-08-04,26,"US-PA"
"748","tulsi gabbard",2019-08-11,17,"US-PA"
"749","tulsi gabbard",2019-08-18,9,"US-PA"
"750","tulsi gabbard",2019-08-25,11,"US-PA"
"751","tulsi gabbard",2019-09-01,7,"US-PA"
"752","tulsi gabbard",2019-09-08,13,"US-PA"
"753","tulsi gabbard",2019-09-15,8,"US-PA"
"754","tulsi gabbard",2019-09-22,9,"US-PA"
"755","tulsi gabbard",2019-09-29,5,"US-PA"
"756","tulsi gabbard",2019-10-06,5,"US-PA"
"757","tulsi gabbard",2019-10-13,91,"US-PA"
"758","tulsi gabbard",2019-10-20,54,"US-PA"
"759","tulsi gabbard",2019-10-27,20,"US-PA"
"760","tulsi gabbard",2019-11-03,21,"US-PA"
"761","tulsi gabbard",2019-02-03,14,"US-IA"
"762","tulsi gabbard",2019-02-10,21,"US-IA"
"763","tulsi gabbard",2019-02-17,13,"US-IA"
"764","tulsi gabbard",2019-02-24,6,"US-IA"
"765","tulsi gabbard",2019-03-03,4,"US-IA"
"766","tulsi gabbard",2019-03-10,6,"US-IA"
"767","tulsi gabbard",2019-03-17,3,"US-IA"
"768","tulsi gabbard",2019-03-24,7,"US-IA"
"769","tulsi gabbard",2019-03-31,2,"US-IA"
"770","tulsi gabbard",2019-04-07,2,"US-IA"
"771","tulsi gabbard",2019-04-14,9,"US-IA"
"772","tulsi gabbard",2019-04-21,12,"US-IA"
"773","tulsi gabbard",2019-04-28,8,"US-IA"
"774","tulsi gabbard",2019-05-05,7,"US-IA"
"775","tulsi gabbard",2019-05-12,19,"US-IA"
"776","tulsi gabbard",2019-05-19,12,"US-IA"
"777","tulsi gabbard",2019-05-26,11,"US-IA"
"778","tulsi gabbard",2019-06-02,3,"US-IA"
"779","tulsi gabbard",2019-06-09,5,"US-IA"
"780","tulsi gabbard",2019-06-16,7,"US-IA"
"781","tulsi gabbard",2019-06-23,61,"US-IA"
"782","tulsi gabbard",2019-06-30,15,"US-IA"
"783","tulsi gabbard",2019-07-07,9,"US-IA"
"784","tulsi gabbard",2019-07-14,12,"US-IA"
"785","tulsi gabbard",2019-07-21,19,"US-IA"
"786","tulsi gabbard",2019-07-28,89,"US-IA"
"787","tulsi gabbard",2019-08-04,42,"US-IA"
"788","tulsi gabbard",2019-08-11,14,"US-IA"
"789","tulsi gabbard",2019-08-18,6,"US-IA"
"790","tulsi gabbard",2019-08-25,14,"US-IA"
"791","tulsi gabbard",2019-09-01,19,"US-IA"
"792","tulsi gabbard",2019-09-08,15,"US-IA"
"793","tulsi gabbard",2019-09-15,20,"US-IA"
"794","tulsi gabbard",2019-09-22,15,"US-IA"
"795","tulsi gabbard",2019-09-29,17,"US-IA"
"796","tulsi gabbard",2019-10-06,14,"US-IA"
"797","tulsi gabbard",2019-10-13,77,"US-IA"
"798","tulsi gabbard",2019-10-20,64,"US-IA"
"799","tulsi gabbard",2019-10-27,17,"US-IA"
"800","tulsi gabbard",2019-11-03,14,"US-IA"
"801","amy klobuchar",2019-02-03,24,"US"
"802","amy klobuchar",2019-02-10,100,"US"
"803","amy klobuchar",2019-02-17,45,"US"
"804","amy klobuchar",2019-02-24,12,"US"
"805","amy klobuchar",2019-03-03,8,"US"
"806","amy klobuchar",2019-03-10,6,"US"
"807","amy klobuchar",2019-03-17,9,"US"
"808","amy klobuchar",2019-03-24,5,"US"
"809","amy klobuchar",2019-03-31,5,"US"
"810","amy klobuchar",2019-04-07,3,"US"
"811","amy klobuchar",2019-04-14,4,"US"
"812","amy klobuchar",2019-04-21,9,"US"
"813","amy klobuchar",2019-04-28,6,"US"
"814","amy klobuchar",2019-05-05,9,"US"
"815","amy klobuchar",2019-05-12,3,"US"
"816","amy klobuchar",2019-05-19,3,"US"
"817","amy klobuchar",2019-05-26,5,"US"
"818","amy klobuchar",2019-06-02,3,"US"
"819","amy klobuchar",2019-06-09,4,"US"
"820","amy klobuchar",2019-06-16,4,"US"
"821","amy klobuchar",2019-06-23,22,"US"
"822","amy klobuchar",2019-06-30,6,"US"
"823","amy klobuchar",2019-07-07,4,"US"
"824","amy klobuchar",2019-07-14,5,"US"
"825","amy klobuchar",2019-07-21,3,"US"
"826","amy klobuchar",2019-07-28,16,"US"
"827","amy klobuchar",2019-08-04,5,"US"
"828","amy klobuchar",2019-08-11,3,"US"
"829","amy klobuchar",2019-08-18,4,"US"
"830","amy klobuchar",2019-08-25,5,"US"
"831","amy klobuchar",2019-09-01,4,"US"
"832","amy klobuchar",2019-09-08,15,"US"
"833","amy klobuchar",2019-09-15,7,"US"
"834","amy klobuchar",2019-09-22,5,"US"
"835","amy klobuchar",2019-09-29,5,"US"
"836","amy klobuchar",2019-10-06,7,"US"
"837","amy klobuchar",2019-10-13,25,"US"
"838","amy klobuchar",2019-10-20,10,"US"
"839","amy klobuchar",2019-10-27,7,"US"
"840","amy klobuchar",2019-11-03,8,"US"
"841","andrew yang",2019-02-03,3,"US"
"842","andrew yang",2019-02-10,25,"US"
"843","andrew yang",2019-02-17,19,"US"
"844","andrew yang",2019-02-24,17,"US"
"845","andrew yang",2019-03-03,25,"US"
"846","andrew yang",2019-03-10,42,"US"
"847","andrew yang",2019-03-17,37,"US"
"848","andrew yang",2019-03-24,19,"US"
"849","andrew yang",2019-03-31,21,"US"
"850","andrew yang",2019-04-07,28,"US"
"851","andrew yang",2019-04-14,33,"US"
"852","andrew yang",2019-04-21,22,"US"
"853","andrew yang",2019-04-28,15,"US"
"854","andrew yang",2019-05-05,16,"US"
"855","andrew yang",2019-05-12,16,"US"
"856","andrew yang",2019-05-19,13,"US"
"857","andrew yang",2019-05-26,12,"US"
"858","andrew yang",2019-06-02,14,"US"
"859","andrew yang",2019-06-09,19,"US"
"860","andrew yang",2019-06-16,18,"US"
"861","andrew yang",2019-06-23,91,"US"
"862","andrew yang",2019-06-30,28,"US"
"863","andrew yang",2019-07-07,18,"US"
"864","andrew yang",2019-07-14,16,"US"
"865","andrew yang",2019-07-21,17,"US"
"866","andrew yang",2019-07-28,100,"US"
"867","andrew yang",2019-08-04,50,"US"
"868","andrew yang",2019-08-11,62,"US"
"869","andrew yang",2019-08-18,37,"US"
"870","andrew yang",2019-08-25,39,"US"
"871","andrew yang",2019-09-01,40,"US"
"872","andrew yang",2019-09-08,95,"US"
"873","andrew yang",2019-09-15,63,"US"
"874","andrew yang",2019-09-22,44,"US"
"875","andrew yang",2019-09-29,49,"US"
"876","andrew yang",2019-10-06,33,"US"
"877","andrew yang",2019-10-13,64,"US"
"878","andrew yang",2019-10-20,34,"US"
"879","andrew yang",2019-10-27,35,"US"
"880","andrew yang",2019-11-03,38,"US"
"881","bernie sanders",2019-02-03,13,"US"
"882","bernie sanders",2019-02-10,8,"US"
"883","bernie sanders",2019-02-17,100,"US"
"884","bernie sanders",2019-02-24,38,"US"
"885","bernie sanders",2019-03-03,29,"US"
"886","bernie sanders",2019-03-10,23,"US"
"887","bernie sanders",2019-03-17,20,"US"
"888","bernie sanders",2019-03-24,14,"US"
"889","bernie sanders",2019-03-31,17,"US"
"890","bernie sanders",2019-04-07,20,"US"
"891","bernie sanders",2019-04-14,37,"US"
"892","bernie sanders",2019-04-21,32,"US"
"893","bernie sanders",2019-04-28,19,"US"
"894","bernie sanders",2019-05-05,13,"US"
"895","bernie sanders",2019-05-12,12,"US"
"896","bernie sanders",2019-05-19,13,"US"
"897","bernie sanders",2019-05-26,11,"US"
"898","bernie sanders",2019-06-02,10,"US"
"899","bernie sanders",2019-06-09,12,"US"
"900","bernie sanders",2019-06-16,12,"US"
"901","bernie sanders",2019-06-23,40,"US"
"902","bernie sanders",2019-06-30,17,"US"
"903","bernie sanders",2019-07-07,12,"US"
"904","bernie sanders",2019-07-14,13,"US"
"905","bernie sanders",2019-07-21,14,"US"
"906","bernie sanders",2019-07-28,31,"US"
"907","bernie sanders",2019-08-04,23,"US"
"908","bernie sanders",2019-08-11,18,"US"
"909","bernie sanders",2019-08-18,19,"US"
"910","bernie sanders",2019-08-25,18,"US"
"911","bernie sanders",2019-09-01,16,"US"
"912","bernie sanders",2019-09-08,26,"US"
"913","bernie sanders",2019-09-15,17,"US"
"914","bernie sanders",2019-09-22,16,"US"
"915","bernie sanders",2019-09-29,67,"US"
"916","bernie sanders",2019-10-06,31,"US"
"917","bernie sanders",2019-10-13,25,"US"
"918","bernie sanders",2019-10-20,20,"US"
"919","bernie sanders",2019-10-27,17,"US"
"920","bernie sanders",2019-11-03,18,"US"
"921","cory booker",2019-02-03,77,"US"
"922","cory booker",2019-02-10,44,"US"
"923","cory booker",2019-02-17,32,"US"
"924","cory booker",2019-02-24,17,"US"
"925","cory booker",2019-03-03,16,"US"
"926","cory booker",2019-03-10,43,"US"
"927","cory booker",2019-03-17,41,"US"
"928","cory booker",2019-03-24,33,"US"
"929","cory booker",2019-03-31,14,"US"
"930","cory booker",2019-04-07,20,"US"
"931","cory booker",2019-04-14,19,"US"
"932","cory booker",2019-04-21,15,"US"
"933","cory booker",2019-04-28,15,"US"
"934","cory booker",2019-05-05,16,"US"
"935","cory booker",2019-05-12,16,"US"
"936","cory booker",2019-05-19,8,"US"
"937","cory booker",2019-05-26,9,"US"
"938","cory booker",2019-06-02,9,"US"
"939","cory booker",2019-06-09,10,"US"
"940","cory booker",2019-06-16,19,"US"
"941","cory booker",2019-06-23,100,"US"
"942","cory booker",2019-06-30,25,"US"
"943","cory booker",2019-07-07,13,"US"
"944","cory booker",2019-07-14,12,"US"
"945","cory booker",2019-07-21,16,"US"
"946","cory booker",2019-07-28,78,"US"
"947","cory booker",2019-08-04,23,"US"
"948","cory booker",2019-08-11,15,"US"
"949","cory booker",2019-08-18,9,"US"
"950","cory booker",2019-08-25,9,"US"
"951","cory booker",2019-09-01,10,"US"
"952","cory booker",2019-09-08,39,"US"
"953","cory booker",2019-09-15,16,"US"
"954","cory booker",2019-09-22,17,"US"
"955","cory booker",2019-09-29,14,"US"
"956","cory booker",2019-10-06,12,"US"
"957","cory booker",2019-10-13,33,"US"
"958","cory booker",2019-10-20,15,"US"
"959","cory booker",2019-10-27,12,"US"
"960","cory booker",2019-11-03,11,"US"
"961","elizabeth warren",2019-02-03,69,"US"
"962","elizabeth warren",2019-02-10,57,"US"
"963","elizabeth warren",2019-02-17,27,"US"
"964","elizabeth warren",2019-02-24,15,"US"
"965","elizabeth warren",2019-03-03,18,"US"
"966","elizabeth warren",2019-03-10,22,"US"
"967","elizabeth warren",2019-03-17,26,"US"
"968","elizabeth warren",2019-03-24,16,"US"
"969","elizabeth warren",2019-03-31,14,"US"
"970","elizabeth warren",2019-04-07,13,"US"
"971","elizabeth warren",2019-04-14,18,"US"
"972","elizabeth warren",2019-04-21,54,"US"
"973","elizabeth warren",2019-04-28,23,"US"
"974","elizabeth warren",2019-05-05,20,"US"
"975","elizabeth warren",2019-05-12,24,"US"
"976","elizabeth warren",2019-05-19,19,"US"
"977","elizabeth warren",2019-05-26,25,"US"
"978","elizabeth warren",2019-06-02,32,"US"
"979","elizabeth warren",2019-06-09,33,"US"
"980","elizabeth warren",2019-06-16,37,"US"
"981","elizabeth warren",2019-06-23,100,"US"
"982","elizabeth warren",2019-06-30,34,"US"
"983","elizabeth warren",2019-07-07,26,"US"
"984","elizabeth warren",2019-07-14,24,"US"
"985","elizabeth warren",2019-07-21,26,"US"
"986","elizabeth warren",2019-07-28,73,"US"
"987","elizabeth warren",2019-08-04,38,"US"
"988","elizabeth warren",2019-08-11,37,"US"
"989","elizabeth warren",2019-08-18,50,"US"
"990","elizabeth warren",2019-08-25,43,"US"
"991","elizabeth warren",2019-09-01,33,"US"
"992","elizabeth warren",2019-09-08,72,"US"
"993","elizabeth warren",2019-09-15,70,"US"
"994","elizabeth warren",2019-09-22,68,"US"
"995","elizabeth warren",2019-09-29,87,"US"
"996","elizabeth warren",2019-10-06,87,"US"
"997","elizabeth warren",2019-10-13,96,"US"
"998","elizabeth warren",2019-10-20,45,"US"
"999","elizabeth warren",2019-10-27,42,"US"
"1000","elizabeth warren",2019-11-03,63,"US"
"1001","joe biden",2019-02-03,8,"US"
"1002","joe biden",2019-02-10,12,"US"
"1003","joe biden",2019-02-17,22,"US"
"1004","joe biden",2019-02-24,14,"US"
"1005","joe biden",2019-03-03,16,"US"
"1006","joe biden",2019-03-10,27,"US"
"1007","joe biden",2019-03-17,28,"US"
"1008","joe biden",2019-03-24,22,"US"
"1009","joe biden",2019-03-31,99,"US"
"1010","joe biden",2019-04-07,27,"US"
"1011","joe biden",2019-04-14,16,"US"
"1012","joe biden",2019-04-21,100,"US"
"1013","joe biden",2019-04-28,54,"US"
"1014","joe biden",2019-05-05,34,"US"
"1015","joe biden",2019-05-12,23,"US"
"1016","joe biden",2019-05-19,20,"US"
"1017","joe biden",2019-05-26,22,"US"
"1018","joe biden",2019-06-02,18,"US"
"1019","joe biden",2019-06-09,26,"US"
"1020","joe biden",2019-06-16,28,"US"
"1021","joe biden",2019-06-23,55,"US"
"1022","joe biden",2019-06-30,26,"US"
"1023","joe biden",2019-07-07,16,"US"
"1024","joe biden",2019-07-14,13,"US"
"1025","joe biden",2019-07-21,12,"US"
"1026","joe biden",2019-07-28,42,"US"
"1027","joe biden",2019-08-04,34,"US"
"1028","joe biden",2019-08-11,22,"US"
"1029","joe biden",2019-08-18,18,"US"
"1030","joe biden",2019-08-25,20,"US"
"1031","joe biden",2019-09-01,24,"US"
"1032","joe biden",2019-09-08,37,"US"
"1033","joe biden",2019-09-15,28,"US"
"1034","joe biden",2019-09-22,47,"US"
"1035","joe biden",2019-09-29,34,"US"
"1036","joe biden",2019-10-06,24,"US"
"1037","joe biden",2019-10-13,27,"US"
"1038","joe biden",2019-10-20,15,"US"
"1039","joe biden",2019-10-27,20,"US"
"1040","joe biden",2019-11-03,17,"US"
"1041","julian castro",2019-02-03,5,"US"
"1042","julian castro",2019-02-10,6,"US"
"1043","julian castro",2019-02-17,6,"US"
"1044","julian castro",2019-02-24,6,"US"
"1045","julian castro",2019-03-03,4,"US"
"1046","julian castro",2019-03-10,8,"US"
"1047","julian castro",2019-03-17,5,"US"
"1048","julian castro",2019-03-24,3,"US"
"1049","julian castro",2019-03-31,12,"US"
"1050","julian castro",2019-04-07,11,"US"
"1051","julian castro",2019-04-14,5,"US"
"1052","julian castro",2019-04-21,6,"US"
"1053","julian castro",2019-04-28,4,"US"
"1054","julian castro",2019-05-05,3,"US"
"1055","julian castro",2019-05-12,3,"US"
"1056","julian castro",2019-05-19,3,"US"
"1057","julian castro",2019-05-26,2,"US"
"1058","julian castro",2019-06-02,3,"US"
"1059","julian castro",2019-06-09,7,"US"
"1060","julian castro",2019-06-16,4,"US"
"1061","julian castro",2019-06-23,100,"US"
"1062","julian castro",2019-06-30,27,"US"
"1063","julian castro",2019-07-07,8,"US"
"1064","julian castro",2019-07-14,7,"US"
"1065","julian castro",2019-07-21,7,"US"
"1066","julian castro",2019-07-28,31,"US"
"1067","julian castro",2019-08-04,18,"US"
"1068","julian castro",2019-08-11,10,"US"
"1069","julian castro",2019-08-18,8,"US"
"1070","julian castro",2019-08-25,5,"US"
"1071","julian castro",2019-09-01,6,"US"
"1072","julian castro",2019-09-08,40,"US"
"1073","julian castro",2019-09-15,11,"US"
"1074","julian castro",2019-09-22,7,"US"
"1075","julian castro",2019-09-29,6,"US"
"1076","julian castro",2019-10-06,6,"US"
"1077","julian castro",2019-10-13,17,"US"
"1078","julian castro",2019-10-20,7,"US"
"1079","julian castro",2019-10-27,8,"US"
"1080","julian castro",2019-11-03,7,"US"
"1081","kamala harris",2019-02-03,27,"US"
"1082","kamala harris",2019-02-10,36,"US"
"1083","kamala harris",2019-02-17,40,"US"
"1084","kamala harris",2019-02-24,18,"US"
"1085","kamala harris",2019-03-03,11,"US"
"1086","kamala harris",2019-03-10,10,"US"
"1087","kamala harris",2019-03-17,12,"US"
"1088","kamala harris",2019-03-24,12,"US"
"1089","kamala harris",2019-03-31,10,"US"
"1090","kamala harris",2019-04-07,7,"US"
"1091","kamala harris",2019-04-14,9,"US"
"1092","kamala harris",2019-04-21,14,"US"
"1093","kamala harris",2019-04-28,21,"US"
"1094","kamala harris",2019-05-05,9,"US"
"1095","kamala harris",2019-05-12,10,"US"
"1096","kamala harris",2019-05-19,8,"US"
"1097","kamala harris",2019-05-26,10,"US"
"1098","kamala harris",2019-06-02,14,"US"
"1099","kamala harris",2019-06-09,7,"US"
"1100","kamala harris",2019-06-16,7,"US"
"1101","kamala harris",2019-06-23,100,"US"
"1102","kamala harris",2019-06-30,75,"US"
"1103","kamala harris",2019-07-07,26,"US"
"1104","kamala harris",2019-07-14,16,"US"
"1105","kamala harris",2019-07-21,13,"US"
"1106","kamala harris",2019-07-28,52,"US"
"1107","kamala harris",2019-08-04,15,"US"
"1108","kamala harris",2019-08-11,12,"US"
"1109","kamala harris",2019-08-18,10,"US"
"1110","kamala harris",2019-08-25,7,"US"
"1111","kamala harris",2019-09-01,7,"US"
"1112","kamala harris",2019-09-08,21,"US"
"1113","kamala harris",2019-09-15,12,"US"
"1114","kamala harris",2019-09-22,8,"US"
"1115","kamala harris",2019-09-29,13,"US"
"1116","kamala harris",2019-10-06,9,"US"
"1117","kamala harris",2019-10-13,13,"US"
"1118","kamala harris",2019-10-20,7,"US"
"1119","kamala harris",2019-10-27,9,"US"
"1120","kamala harris",2019-11-03,13,"US"
"1121","pete buttigieg",2019-02-03,2,"US"
"1122","pete buttigieg",2019-02-10,6,"US"
"1123","pete buttigieg",2019-02-17,6,"US"
"1124","pete buttigieg",2019-02-24,4,"US"
